Customer ID,Gender,Age,Tenure Months,Contract,Internet Service,Payment Method,Tech Support,Paperless Billing,Monthly Charges,Churn,Annual Revenue,Customer Segment
CUST-02469,Male,65,32,Month-to-month,DSL,Bank transfer,No,Yes,46.52,No,558.24,25-48 Months
CUST-02470,Male,26,26,Month-to-month,No internet,Electronic check,No,Yes,32.51,Yes,390.12,25-48 Months
CUST-02471,Female,56,7,One year,DSL,Credit card,No,Yes,55.32,Yes,663.84,7-12 Months
CUST-02472,Male,69,6,Month-to-month,DSL,Credit card,No,Yes,47.0,Yes,564.0,0-6 Months
CUST-02473,Male,29,45,Two year,Fiber optic,Credit card,No,Yes,64.77,No,777.24,25-48 Months
CUST-02474,Male,31,31,Month-to-month,DSL,Bank transfer,No,No,37.21,No,446.52,25-48 Months
CUST-02475,Male,43,60,One year,Fiber optic,Electronic check,No,Yes,84.54,No,1014.48,49-72 Months
CUST-02476,Male,56,49,Month-to-month,DSL,Mailed check,No,Yes,110.67,Yes,1328.04,49-72 Months
CUST-02477,Female,68,7,One year,Fiber optic,Bank transfer,No,Yes,74.96,Yes,899.52,7-12 Months
CUST-02478,Male,60,61,Two year,DSL,Electronic check,Yes,No,31.56,No,378.72,49-72 Months
CUST-02479,Male,60,36,Month-to-month,No internet,Bank transfer,No,Yes,46.43,Yes,557.16,25-48 Months
CUST-02480,Male,41,41,Month-to-month,DSL,Electronic check,No,Yes,78.2,No,938.4,25-48 Months
CUST-02481,Female,52,70,Month-to-month,Fiber optic,Electronic check,No,Yes,20.0,Yes,240.0,49-72 Months
CUST-02482,Female,29,47,Month-to-month,DSL,Mailed check,No,Yes,37.48,Yes,449.76,25-48 Months
CUST-02483,Male,42,2,Two year,No internet,Bank transfer,No,Yes,25.87,No,310.44,0-6 Months
CUST-02484,Male,28,13,One year,DSL,Mailed check,No,No,75.23,No,902.76,13-24 Months
CUST-02485,Male,19,31,One year,DSL,Bank transfer,No,No,132.54,No,1590.48,25-48 Months
CUST-02486,Male,63,3,Two year,DSL,Mailed check,No,Yes,36.69,No,440.28,0-6 Months
CUST-02487,Male,60,13,Two year,DSL,Bank transfer,No,Yes,94.86,No,1138.32,13-24 Months
CUST-02488,Male,45,58,Two year,Fiber optic,Bank transfer,No,Yes,56.21,No,674.52,49-72 Months
CUST-02489,Female,18,11,Month-to-month,DSL,Bank transfer,Yes,No,35.04,No,420.48,7-12 Months
CUST-02490,Male,22,13,Month-to-month,DSL,Mailed check,Yes,No,115.8,No,1389.6,13-24 Months
CUST-02491,Male,23,37,Month-to-month,No internet,Mailed check,No,Yes,132.48,Yes,1589.76,25-48 Months
CUST-02492,Male,56,7,Month-to-month,Fiber optic,Electronic check,No,No,83.53,Yes,1002.36,7-12 Months
CUST-02493,Female,28,19,Month-to-month,Fiber optic,Bank transfer,No,Yes,82.15,Yes,985.8,13-24 Months
CUST-02494,Female,31,68,Month-to-month,Fiber optic,Electronic check,Yes,Yes,73.74,Yes,884.88,49-72 Months
CUST-02495,Male,63,46,Month-to-month,DSL,Credit card,Yes,No,67.85,No,814.2,25-48 Months
CUST-02496,Male,64,70,Month-to-month,No internet,Credit card,Yes,No,81.52,Yes,978.24,49-72 Months
CUST-02497,Female,58,26,Month-to-month,DSL,Mailed check,No,Yes,90.93,No,1091.16,25-48 Months
CUST-02498,Female,34,45,Month-to-month,Fiber optic,Credit card,No,Yes,118.57,No,1422.84,25-48 Months
CUST-02499,Male,48,18,Month-to-month,Fiber optic,Bank transfer,Yes,No,57.36,No,688.32,13-24 Months
CUST-02500,Female,28,28,Month-to-month,DSL,Electronic check,No,Yes,75.57,No,906.84,25-48 Months
CUST-02501,Female,63,13,One year,Fiber optic,Bank transfer,No,Yes,69.52,No,834.24,13-24 Months
CUST-02502,Male,22,60,One year,Fiber optic,Credit card,No,Yes,100.67,No,1208.04,49-72 Months
CUST-02503,Female,57,14,Month-to-month,Fiber optic,Electronic check,No,No,139.2,No,1670.4,13-24 Months
CUST-02504,Male,45,15,Month-to-month,DSL,Electronic check,No,Yes,101.64,No,1219.68,13-24 Months
CUST-02505,Male,58,34,Month-to-month,DSL,Bank transfer,No,Yes,94.35,Yes,1132.2,25-48 Months
CUST-02506,Male,41,31,Month-to-month,Fiber optic,Mailed check,No,Yes,97.42,Yes,1169.04,25-48 Months
CUST-02507,Male,26,23,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,107.49,Yes,1289.88,13-24 Months
CUST-02508,Female,57,26,Two year,No internet,Bank transfer,No,No,139.6,No,1675.2,25-48 Months
CUST-02509,Male,51,22,Month-to-month,Fiber optic,Bank transfer,No,Yes,24.81,No,297.72,13-24 Months
CUST-02510,Male,42,66,Month-to-month,Fiber optic,Electronic check,No,No,88.79,No,1065.48,49-72 Months
CUST-02511,Male,37,42,One year,Fiber optic,Mailed check,No,No,20.0,No,240.0,25-48 Months
CUST-02512,Female,36,67,Month-to-month,Fiber optic,Credit card,Yes,Yes,98.64,No,1183.68,49-72 Months
CUST-02513,Female,43,72,Month-to-month,DSL,Mailed check,No,No,87.43,No,1049.16,49-72 Months
CUST-02514,Female,31,47,Month-to-month,DSL,Mailed check,Yes,Yes,56.69,No,680.28,25-48 Months
CUST-02515,Male,32,60,Two year,Fiber optic,Electronic check,Yes,Yes,20.0,No,240.0,49-72 Months
CUST-02516,Female,32,8,Month-to-month,No internet,Electronic check,No,Yes,71.6,No,859.2,7-12 Months
CUST-02517,Female,18,69,One year,Fiber optic,Mailed check,No,Yes,78.24,No,938.88,49-72 Months
CUST-02518,Female,67,35,One year,DSL,Mailed check,Yes,Yes,70.23,No,842.76,25-48 Months
CUST-02519,Male,30,52,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,54.6,Yes,655.2,49-72 Months
CUST-02520,Female,26,18,One year,Fiber optic,Bank transfer,No,Yes,46.89,No,562.68,13-24 Months
CUST-02521,Male,26,7,Month-to-month,DSL,Credit card,No,No,70.55,No,846.6,7-12 Months
CUST-02522,Male,70,64,Month-to-month,No internet,Credit card,No,Yes,49.55,No,594.6,49-72 Months
CUST-02523,Male,43,33,Month-to-month,DSL,Electronic check,No,Yes,94.66,Yes,1135.92,25-48 Months
CUST-02524,Male,35,10,Two year,DSL,Electronic check,No,No,69.8,Yes,837.6,7-12 Months
CUST-02525,Male,39,48,Month-to-month,DSL,Credit card,No,Yes,23.71,No,284.52,25-48 Months
CUST-02526,Male,22,4,Month-to-month,DSL,Electronic check,No,No,76.95,Yes,923.4,0-6 Months
CUST-02527,Male,34,33,Two year,Fiber optic,Mailed check,No,No,83.6,No,1003.2,25-48 Months
CUST-02528,Female,31,51,Month-to-month,DSL,Electronic check,No,No,117.3,No,1407.6,49-72 Months
CUST-02529,Male,60,52,Two year,DSL,Bank transfer,No,Yes,97.99,No,1175.88,49-72 Months
CUST-02530,Female,21,33,One year,DSL,Electronic check,Yes,No,46.84,No,562.08,25-48 Months
CUST-02531,Female,40,27,One year,No internet,Electronic check,No,No,111.92,Yes,1343.04,25-48 Months
CUST-02532,Female,59,61,One year,DSL,Mailed check,Yes,No,33.19,No,398.28,49-72 Months
CUST-02533,Female,62,14,One year,Fiber optic,Bank transfer,No,No,72.79,No,873.48,13-24 Months
CUST-02534,Male,45,6,Month-to-month,Fiber optic,Electronic check,No,Yes,93.11,No,1117.32,0-6 Months
CUST-02535,Female,29,12,Two year,DSL,Bank transfer,Yes,Yes,112.84,No,1354.08,7-12 Months
CUST-02536,Female,35,58,Two year,Fiber optic,Mailed check,No,No,124.89,No,1498.68,49-72 Months
CUST-02537,Male,29,34,Two year,DSL,Mailed check,No,Yes,107.69,No,1292.28,25-48 Months
CUST-02538,Male,53,3,One year,Fiber optic,Mailed check,No,Yes,68.17,Yes,818.04,0-6 Months
CUST-02539,Female,33,13,Month-to-month,Fiber optic,Electronic check,Yes,Yes,88.23,Yes,1058.76,13-24 Months
CUST-02540,Male,51,3,Month-to-month,DSL,Electronic check,Yes,No,78.28,No,939.36,0-6 Months
CUST-02541,Male,52,59,Month-to-month,Fiber optic,Credit card,Yes,No,52.14,Yes,625.68,49-72 Months
CUST-02542,Female,67,34,Month-to-month,DSL,Electronic check,No,No,68.76,No,825.12,25-48 Months
CUST-02543,Female,37,5,One year,Fiber optic,Credit card,No,Yes,122.34,No,1468.08,0-6 Months
CUST-02544,Male,68,16,One year,DSL,Electronic check,No,Yes,90.09,No,1081.08,13-24 Months
CUST-02545,Female,39,45,Month-to-month,DSL,Mailed check,Yes,Yes,129.66,No,1555.92,25-48 Months
CUST-02546,Male,54,43,Month-to-month,No internet,Bank transfer,No,No,41.69,No,500.28,25-48 Months
CUST-02547,Female,53,59,One year,Fiber optic,Credit card,Yes,Yes,61.32,Yes,735.84,49-72 Months
CUST-02548,Female,61,2,Month-to-month,Fiber optic,Electronic check,No,No,83.63,Yes,1003.56,0-6 Months
CUST-02549,Male,42,5,Two year,DSL,Electronic check,No,Yes,92.79,No,1113.48,0-6 Months
CUST-02550,Male,59,3,One year,No internet,Bank transfer,No,No,68.73,No,824.76,0-6 Months
CUST-02551,Female,36,29,Month-to-month,DSL,Electronic check,No,Yes,94.41,Yes,1132.92,25-48 Months
CUST-02552,Male,44,53,Month-to-month,DSL,Bank transfer,No,No,94.2,Yes,1130.4,49-72 Months
CUST-02553,Male,44,48,One year,DSL,Credit card,No,No,33.14,Yes,397.68,25-48 Months
CUST-02554,Male,55,16,Month-to-month,DSL,Electronic check,Yes,No,93.1,No,1117.2,13-24 Months
CUST-02555,Female,50,48,Two year,DSL,Credit card,Yes,No,102.05,No,1224.6,25-48 Months
CUST-02556,Male,22,48,Month-to-month,DSL,Electronic check,No,Yes,80.29,No,963.48,25-48 Months
CUST-02557,Female,60,14,Month-to-month,DSL,Credit card,No,No,20.48,Yes,245.76,13-24 Months
CUST-02558,Female,58,54,Month-to-month,DSL,Credit card,No,No,64.25,No,771.0,49-72 Months
CUST-02559,Male,23,31,One year,No internet,Bank transfer,Yes,Yes,84.26,No,1011.12,25-48 Months
CUST-02560,Female,68,5,Two year,Fiber optic,Credit card,Yes,Yes,47.76,Yes,573.12,0-6 Months
CUST-02561,Female,53,29,Two year,Fiber optic,Credit card,No,Yes,97.71,No,1172.52,25-48 Months
CUST-02562,Male,22,56,Month-to-month,No internet,Electronic check,No,No,92.43,No,1109.16,49-72 Months
CUST-02563,Female,44,51,Two year,DSL,Electronic check,Yes,No,75.77,No,909.24,49-72 Months
CUST-02564,Male,62,20,Month-to-month,Fiber optic,Electronic check,Yes,Yes,72.49,No,869.88,13-24 Months
CUST-02565,Male,32,55,One year,DSL,Mailed check,No,No,77.4,No,928.8,49-72 Months
CUST-02566,Male,67,29,Two year,DSL,Bank transfer,No,Yes,71.89,No,862.68,25-48 Months
CUST-02567,Female,40,34,Month-to-month,DSL,Mailed check,No,Yes,36.01,No,432.12,25-48 Months
CUST-02568,Female,29,7,Two year,DSL,Bank transfer,Yes,No,59.96,No,719.52,7-12 Months
CUST-02569,Male,36,72,Month-to-month,Fiber optic,Mailed check,No,Yes,74.03,Yes,888.36,49-72 Months
CUST-02570,Female,45,61,Month-to-month,DSL,Electronic check,Yes,Yes,111.72,No,1340.64,49-72 Months
CUST-02571,Female,54,15,Month-to-month,Fiber optic,Electronic check,No,Yes,91.38,No,1096.56,13-24 Months
CUST-02572,Female,67,41,Two year,No internet,Credit card,No,Yes,113.22,No,1358.64,25-48 Months
CUST-02573,Female,28,57,Month-to-month,Fiber optic,Mailed check,Yes,Yes,32.66,No,391.92,49-72 Months
CUST-02574,Male,68,37,Two year,DSL,Electronic check,No,Yes,62.03,Yes,744.36,25-48 Months
CUST-02575,Female,45,16,Month-to-month,DSL,Electronic check,No,Yes,130.07,Yes,1560.84,13-24 Months
CUST-02576,Male,24,70,One year,DSL,Credit card,No,No,51.2,No,614.4,49-72 Months
CUST-02577,Male,67,20,One year,DSL,Electronic check,No,Yes,50.64,No,607.68,13-24 Months
CUST-02578,Male,36,25,Month-to-month,DSL,Bank transfer,Yes,No,64.39,No,772.68,25-48 Months
CUST-02579,Female,50,27,One year,DSL,Electronic check,No,No,128.51,No,1542.12,25-48 Months
CUST-02580,Female,55,65,One year,Fiber optic,Electronic check,No,Yes,53.2,Yes,638.4,49-72 Months
CUST-02581,Male,18,37,Month-to-month,Fiber optic,Bank transfer,No,Yes,87.61,No,1051.32,25-48 Months
CUST-02582,Male,29,52,Month-to-month,DSL,Bank transfer,Yes,Yes,82.98,No,995.76,49-72 Months
CUST-02583,Male,54,65,Month-to-month,Fiber optic,Bank transfer,No,No,20.0,No,240.0,49-72 Months
CUST-02584,Female,35,67,Two year,DSL,Electronic check,No,No,71.56,No,858.72,49-72 Months
CUST-02585,Male,18,62,One year,Fiber optic,Credit card,No,Yes,56.52,No,678.24,49-72 Months
CUST-02586,Female,19,66,Two year,DSL,Mailed check,No,Yes,90.98,No,1091.76,49-72 Months
CUST-02587,Male,61,69,One year,Fiber optic,Credit card,Yes,Yes,120.69,Yes,1448.28,49-72 Months
CUST-02588,Male,26,72,Two year,DSL,Electronic check,No,No,62.35,No,748.2,49-72 Months
CUST-02589,Female,23,47,Month-to-month,Fiber optic,Mailed check,Yes,Yes,62.35,No,748.2,25-48 Months
CUST-02590,Male,47,10,Month-to-month,DSL,Electronic check,No,Yes,142.5,Yes,1710.0,7-12 Months
CUST-02591,Male,24,9,One year,Fiber optic,Bank transfer,No,Yes,52.08,No,624.96,7-12 Months
CUST-02592,Male,52,58,Month-to-month,DSL,Bank transfer,Yes,No,34.4,No,412.8,49-72 Months
CUST-02593,Female,46,23,Month-to-month,Fiber optic,Mailed check,No,Yes,110.57,No,1326.84,13-24 Months
CUST-02594,Male,52,58,One year,DSL,Electronic check,Yes,Yes,70.58,No,846.96,49-72 Months
CUST-02595,Male,44,68,Two year,DSL,Electronic check,No,Yes,79.93,No,959.16,49-72 Months
CUST-02596,Male,59,47,One year,No internet,Electronic check,No,No,134.48,No,1613.76,25-48 Months
CUST-02597,Female,52,56,Month-to-month,DSL,Credit card,No,Yes,32.72,Yes,392.64,49-72 Months
CUST-02598,Female,40,21,Two year,DSL,Electronic check,No,Yes,66.53,No,798.36,13-24 Months
CUST-02599,Female,18,32,Month-to-month,DSL,Electronic check,No,Yes,37.38,Yes,448.56,25-48 Months
CUST-02600,Male,32,70,Month-to-month,Fiber optic,Mailed check,No,No,81.39,No,976.68,49-72 Months
CUST-02601,Female,24,59,Two year,DSL,Electronic check,No,Yes,56.52,No,678.24,49-72 Months
CUST-02602,Male,18,15,One year,Fiber optic,Credit card,No,No,39.16,No,469.92,13-24 Months
CUST-02603,Female,32,68,Two year,DSL,Electronic check,Yes,No,92.5,No,1110.0,49-72 Months
CUST-02604,Female,28,36,Two year,Fiber optic,Credit card,Yes,No,72.29,No,867.48,25-48 Months
CUST-02605,Female,22,61,One year,Fiber optic,Bank transfer,No,No,36.95,Yes,443.4,49-72 Months
CUST-02606,Female,34,38,Month-to-month,DSL,Bank transfer,No,Yes,38.67,No,464.04,25-48 Months
CUST-02607,Female,44,44,Month-to-month,DSL,Mailed check,No,Yes,77.82,No,933.84,25-48 Months
CUST-02608,Male,27,12,Two year,Fiber optic,Bank transfer,No,No,25.22,No,302.64,7-12 Months
CUST-02609,Female,32,25,Two year,DSL,Bank transfer,No,No,78.37,No,940.44,25-48 Months
CUST-02610,Female,19,53,Month-to-month,DSL,Electronic check,No,No,109.51,No,1314.12,49-72 Months
CUST-02611,Female,20,61,Month-to-month,Fiber optic,Credit card,No,Yes,90.68,Yes,1088.16,49-72 Months
CUST-02612,Female,26,7,Month-to-month,Fiber optic,Mailed check,No,No,54.55,Yes,654.6,7-12 Months
CUST-02613,Male,42,6,Month-to-month,No internet,Mailed check,No,Yes,79.68,Yes,956.16,0-6 Months
CUST-02614,Female,53,50,Two year,No internet,Mailed check,No,Yes,36.96,No,443.52,49-72 Months
CUST-02615,Male,59,33,Month-to-month,Fiber optic,Bank transfer,No,Yes,75.82,Yes,909.84,25-48 Months
CUST-02616,Female,51,62,Month-to-month,DSL,Mailed check,No,Yes,62.85,No,754.2,49-72 Months
CUST-02617,Female,50,5,Two year,Fiber optic,Mailed check,No,Yes,42.9,No,514.8,0-6 Months
CUST-02618,Male,67,26,Month-to-month,No internet,Electronic check,No,Yes,89.46,Yes,1073.52,25-48 Months
CUST-02619,Female,31,3,Month-to-month,Fiber optic,Mailed check,No,Yes,20.0,No,240.0,0-6 Months
CUST-02620,Female,60,52,Month-to-month,Fiber optic,Electronic check,Yes,No,38.8,Yes,465.6,49-72 Months
CUST-02621,Female,67,62,Month-to-month,Fiber optic,Credit card,Yes,No,42.16,No,505.92,49-72 Months
CUST-02622,Male,48,12,Month-to-month,DSL,Electronic check,No,No,57.87,Yes,694.44,7-12 Months
CUST-02623,Male,62,24,Month-to-month,Fiber optic,Credit card,No,No,108.38,No,1300.56,13-24 Months
CUST-02624,Female,25,61,Month-to-month,DSL,Bank transfer,No,No,93.12,Yes,1117.44,49-72 Months
CUST-02625,Female,64,3,Month-to-month,DSL,Bank transfer,No,No,74.95,No,899.4,0-6 Months
CUST-02626,Female,47,69,Month-to-month,DSL,Credit card,Yes,Yes,73.63,No,883.56,49-72 Months
CUST-02627,Female,29,64,Month-to-month,DSL,Electronic check,Yes,Yes,71.67,No,860.04,49-72 Months
CUST-02628,Male,21,11,Two year,Fiber optic,Bank transfer,No,No,110.41,No,1324.92,7-12 Months
CUST-02629,Female,56,11,Month-to-month,Fiber optic,Electronic check,No,Yes,21.16,Yes,253.92,7-12 Months
CUST-02630,Male,40,50,Month-to-month,Fiber optic,Electronic check,No,No,93.6,No,1123.2,49-72 Months
CUST-02631,Female,34,1,Two year,DSL,Mailed check,No,Yes,57.77,No,693.24,0-6 Months
CUST-02632,Female,38,37,Month-to-month,Fiber optic,Bank transfer,No,Yes,86.08,No,1032.96,25-48 Months
CUST-02633,Female,70,5,Month-to-month,DSL,Credit card,No,Yes,86.22,No,1034.64,0-6 Months
CUST-02634,Female,40,39,Two year,DSL,Electronic check,No,No,92.53,No,1110.36,25-48 Months
CUST-02635,Male,22,26,One year,DSL,Bank transfer,No,Yes,116.34,No,1396.08,25-48 Months
CUST-02636,Male,32,51,Month-to-month,DSL,Electronic check,No,Yes,33.61,No,403.32,49-72 Months
CUST-02637,Male,25,64,One year,Fiber optic,Electronic check,No,Yes,100.15,No,1201.8,49-72 Months
CUST-02638,Female,54,36,One year,Fiber optic,Electronic check,No,Yes,70.21,No,842.52,25-48 Months
CUST-02639,Male,60,47,Month-to-month,DSL,Bank transfer,No,Yes,59.1,No,709.2,25-48 Months
CUST-02640,Female,62,44,Month-to-month,Fiber optic,Mailed check,No,No,128.95,No,1547.4,25-48 Months
CUST-02641,Male,51,71,Month-to-month,DSL,Electronic check,No,Yes,91.65,No,1099.8,49-72 Months
CUST-02642,Male,58,17,Two year,No internet,Electronic check,No,No,60.32,No,723.84,13-24 Months
CUST-02643,Male,40,18,Month-to-month,Fiber optic,Bank transfer,No,Yes,98.8,No,1185.6,13-24 Months
CUST-02644,Male,51,28,Month-to-month,Fiber optic,Credit card,No,No,70.71,No,848.52,25-48 Months
CUST-02645,Male,23,54,Month-to-month,Fiber optic,Electronic check,No,No,59.88,Yes,718.56,49-72 Months
CUST-02646,Male,46,63,Two year,Fiber optic,Bank transfer,No,No,55.03,No,660.36,49-72 Months
CUST-02647,Female,47,21,Month-to-month,No internet,Bank transfer,Yes,No,80.53,No,966.36,13-24 Months
CUST-02648,Female,19,8,Month-to-month,No internet,Mailed check,No,Yes,54.81,No,657.72,7-12 Months
CUST-02649,Female,47,44,Month-to-month,Fiber optic,Electronic check,No,Yes,76.35,No,916.2,25-48 Months
CUST-02650,Male,56,44,One year,No internet,Credit card,No,Yes,96.84,No,1162.08,25-48 Months
CUST-02651,Female,37,27,Month-to-month,Fiber optic,Mailed check,No,Yes,75.09,Yes,901.08,25-48 Months
CUST-02652,Female,46,14,Two year,No internet,Mailed check,Yes,Yes,127.34,No,1528.08,13-24 Months
CUST-02653,Female,33,62,Month-to-month,DSL,Credit card,No,Yes,72.37,No,868.44,49-72 Months
CUST-02654,Male,32,61,Month-to-month,Fiber optic,Credit card,No,No,109.77,No,1317.24,49-72 Months
CUST-02655,Female,24,54,Month-to-month,DSL,Bank transfer,No,Yes,99.34,No,1192.08,49-72 Months
CUST-02656,Female,35,42,Month-to-month,DSL,Credit card,Yes,Yes,114.71,No,1376.52,25-48 Months
CUST-02657,Male,60,19,Month-to-month,Fiber optic,Electronic check,No,Yes,127.22,Yes,1526.64,13-24 Months
CUST-02658,Male,67,30,One year,Fiber optic,Bank transfer,Yes,Yes,22.68,No,272.16,25-48 Months
CUST-02659,Female,51,5,Month-to-month,DSL,Electronic check,Yes,Yes,79.42,No,953.04,0-6 Months
CUST-02660,Male,51,18,One year,Fiber optic,Credit card,No,No,68.87,No,826.44,13-24 Months
CUST-02661,Male,50,33,Month-to-month,Fiber optic,Mailed check,No,Yes,75.12,No,901.44,25-48 Months
CUST-02662,Female,43,32,One year,Fiber optic,Electronic check,No,No,60.87,No,730.44,25-48 Months
CUST-02663,Male,40,6,Month-to-month,DSL,Mailed check,No,Yes,56.78,No,681.36,0-6 Months
CUST-02664,Male,50,69,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,41.21,No,494.52,49-72 Months
CUST-02665,Male,59,20,Month-to-month,DSL,Mailed check,No,Yes,74.73,No,896.76,13-24 Months
CUST-02666,Female,39,37,Two year,Fiber optic,Bank transfer,No,Yes,98.15,No,1177.8,25-48 Months
CUST-02667,Male,47,34,Two year,Fiber optic,Electronic check,No,Yes,58.18,No,698.16,25-48 Months
CUST-02668,Female,42,34,Two year,DSL,Electronic check,No,Yes,62.8,No,753.6,25-48 Months
CUST-02669,Male,33,61,Two year,Fiber optic,Bank transfer,No,No,52.45,No,629.4,49-72 Months
CUST-02670,Female,33,54,Month-to-month,DSL,Mailed check,No,No,44.16,Yes,529.92,49-72 Months
CUST-02671,Female,22,63,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,65.39,No,784.68,49-72 Months
CUST-02672,Female,41,28,Month-to-month,DSL,Credit card,No,No,81.61,No,979.32,25-48 Months
CUST-02673,Female,55,20,Two year,Fiber optic,Bank transfer,No,No,107.21,Yes,1286.52,13-24 Months
CUST-02674,Male,54,31,Month-to-month,DSL,Mailed check,No,Yes,38.62,No,463.44,25-48 Months
CUST-02675,Female,70,41,Month-to-month,Fiber optic,Mailed check,Yes,Yes,71.15,No,853.8,25-48 Months
CUST-02676,Female,20,25,One year,No internet,Credit card,No,Yes,104.99,No,1259.88,25-48 Months
CUST-02677,Female,58,34,Month-to-month,Fiber optic,Bank transfer,No,No,38.99,Yes,467.88,25-48 Months
CUST-02678,Female,60,11,One year,Fiber optic,Credit card,Yes,Yes,107.48,No,1289.76,7-12 Months
CUST-02679,Female,41,43,Month-to-month,DSL,Electronic check,No,Yes,59.71,No,716.52,25-48 Months
CUST-02680,Male,32,52,One year,Fiber optic,Bank transfer,No,Yes,91.92,No,1103.04,49-72 Months
CUST-02681,Male,36,38,Two year,DSL,Electronic check,No,Yes,65.89,No,790.68,25-48 Months
CUST-02682,Male,54,63,One year,DSL,Bank transfer,No,Yes,84.84,No,1018.08,49-72 Months
CUST-02683,Male,63,72,Month-to-month,DSL,Credit card,Yes,Yes,117.05,Yes,1404.6,49-72 Months
CUST-02684,Female,52,66,Month-to-month,DSL,Credit card,No,No,68.6,No,823.2,49-72 Months
CUST-02685,Female,45,7,Month-to-month,No internet,Electronic check,No,Yes,99.9,Yes,1198.8,7-12 Months
CUST-02686,Male,52,64,Month-to-month,DSL,Credit card,No,Yes,79.69,No,956.28,49-72 Months
CUST-02687,Male,21,25,One year,Fiber optic,Electronic check,Yes,Yes,49.99,Yes,599.88,25-48 Months
CUST-02688,Female,50,33,Month-to-month,DSL,Mailed check,No,Yes,67.92,No,815.04,25-48 Months
CUST-02689,Female,20,30,Month-to-month,Fiber optic,Bank transfer,No,No,66.17,No,794.04,25-48 Months
CUST-02690,Female,68,21,Month-to-month,Fiber optic,Mailed check,Yes,No,32.47,No,389.64,13-24 Months
CUST-02691,Female,65,64,Two year,Fiber optic,Electronic check,Yes,No,84.85,Yes,1018.2,49-72 Months
CUST-02692,Female,44,46,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,90.42,No,1085.04,25-48 Months
CUST-02693,Female,37,70,Month-to-month,Fiber optic,Bank transfer,Yes,No,94.75,No,1137.0,49-72 Months
CUST-02694,Male,56,69,Month-to-month,Fiber optic,Bank transfer,No,No,112.03,No,1344.36,49-72 Months
CUST-02695,Female,51,31,Month-to-month,DSL,Mailed check,No,Yes,98.71,Yes,1184.52,25-48 Months
CUST-02696,Male,55,53,Two year,DSL,Bank transfer,No,No,55.12,No,661.44,49-72 Months
CUST-02697,Male,45,37,Month-to-month,No internet,Mailed check,No,No,61.07,No,732.84,25-48 Months
CUST-02698,Male,30,36,One year,Fiber optic,Electronic check,No,No,95.49,No,1145.88,25-48 Months
CUST-02699,Male,21,54,One year,Fiber optic,Mailed check,Yes,Yes,82.91,No,994.92,49-72 Months
CUST-02700,Male,33,50,Two year,DSL,Bank transfer,Yes,Yes,71.5,No,858.0,49-72 Months
CUST-02701,Female,46,66,One year,Fiber optic,Electronic check,Yes,No,47.51,Yes,570.12,49-72 Months
CUST-02702,Female,40,56,One year,Fiber optic,Electronic check,No,Yes,57.14,Yes,685.68,49-72 Months
CUST-02703,Male,44,45,Month-to-month,DSL,Credit card,No,No,88.32,Yes,1059.84,25-48 Months
CUST-02704,Female,32,67,Month-to-month,DSL,Credit card,No,Yes,20.0,No,240.0,49-72 Months
CUST-02705,Male,67,8,One year,Fiber optic,Bank transfer,No,Yes,20.0,No,240.0,7-12 Months
CUST-02706,Male,37,55,One year,DSL,Bank transfer,Yes,No,91.41,Yes,1096.92,49-72 Months
CUST-02707,Female,62,29,Month-to-month,DSL,Credit card,No,Yes,57.06,No,684.72,25-48 Months
CUST-02708,Male,38,32,Month-to-month,DSL,Bank transfer,No,Yes,85.12,Yes,1021.44,25-48 Months
CUST-02709,Female,41,57,Month-to-month,Fiber optic,Electronic check,No,No,116.15,No,1393.8,49-72 Months
CUST-02710,Female,50,20,Month-to-month,DSL,Bank transfer,No,No,43.63,Yes,523.56,13-24 Months
CUST-02711,Male,31,64,Month-to-month,DSL,Credit card,Yes,Yes,25.25,No,303.0,49-72 Months
CUST-02712,Male,29,36,Month-to-month,Fiber optic,Bank transfer,No,Yes,64.26,No,771.12,25-48 Months
CUST-02713,Female,38,26,Month-to-month,DSL,Electronic check,No,Yes,52.83,Yes,633.96,25-48 Months
CUST-02714,Female,60,24,One year,DSL,Credit card,No,Yes,71.29,Yes,855.48,13-24 Months
CUST-02715,Female,25,31,One year,Fiber optic,Bank transfer,Yes,No,87.06,No,1044.72,25-48 Months
CUST-02716,Male,41,68,One year,DSL,Mailed check,Yes,No,81.15,No,973.8,49-72 Months
CUST-02717,Male,53,8,One year,Fiber optic,Credit card,No,Yes,73.3,No,879.6,7-12 Months
CUST-02718,Female,55,37,Month-to-month,DSL,Bank transfer,No,Yes,101.63,No,1219.56,25-48 Months
CUST-02719,Female,41,61,Month-to-month,Fiber optic,Credit card,No,Yes,90.78,Yes,1089.36,49-72 Months
CUST-02720,Male,22,34,One year,DSL,Credit card,Yes,Yes,66.92,No,803.04,25-48 Months
CUST-02721,Female,18,41,Two year,Fiber optic,Electronic check,No,Yes,89.79,No,1077.48,25-48 Months
CUST-02722,Female,42,26,One year,DSL,Bank transfer,No,No,28.72,Yes,344.64,25-48 Months
CUST-02723,Male,60,10,One year,DSL,Mailed check,No,No,101.78,Yes,1221.36,7-12 Months
